id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
116499,23329,Phantasy Star Online Episode III: C.A.R.D. Revolution,"In Phantasy Star Online Episodes I and II, the spaceship Pioneer 2 arrived at the uninhabited planet Ragol in hopes of colonization in response to the failing ecosystem of the home planet Coral. In Episode III, Pioneer 2 remains in orbit above Ragol, but still has not begun colonization. The inner strife of the government of Pioneer 2, which has since gained independence from Coral, in addition to the exploitation of the planet's resources prevent colonization. 
 
The government of Pioneer 2 also hopes to exploit ""the germ"", a mysterious substance discovered on the planet, which they use to power the newly developed ""C.A.R.D. technology"", which is used to store items such as weapons as cards and allow them to be used much more efficiently.[1] C.A.R.D. is an acronym for ""compressed alternate reality data"". The game can be played as either the ""Heroside"" or the ""Darkside"". The ""Heroside"" are government-appointed officials, who take orders from the government to explore, research, and capture the Arkz, an anti-government faction. The ""Darkside"" are the Arkz, founded by a man known only as Red. The Arkz try to intercept and destroy the government's plans for the exploitation of the planet. They also oppose the use of C.A.R.D. technology due to its unpredictability and the lack of complete understanding of the germ. They still, however, use a stolen version of the technology in order to be able to compete with Heroside. Both sides also search for the location of the ""Great Shadow"", which is believed to be the source of the germ. 
 
Within the two factions, each character has their own goals and aspirations, and playing as certain characters in battle will reveal different aspects of the story. When both sides of the story are completed, one after another, it is discovered that the government, while experimenting with the germ for clone technology, is attempting to create bio-soldiers with the genetic material of Red's deceased twin daughters. The final boss for Heroside is a rejected mutated clone of Pollux. The final boss for Darkside is a rejected mutated clone of the other twin, Castor. After completing the storylines and their boss battles, there is a final battle with the source of the germ, Amplam Umbra. Once the source is destroyed, Pioneer 2 finally lands on Ragol, and the colonization of the planet begins.",2003-11-27 00:00:00.000,1,NULL,NULL,NULL,74.0000,2
115404,66750,Piposh 3D: The Revolution,"Piposh is fired after performing weakly at a hotdog commercial. Meanwhile Mr. Shik wants to send a vase to the US, but the vase falls from the plane and is smashed to pieces across the country of ""Pozpozmijistan"" and Piposh must collecrt and piece together the vase fragments without Mr. Shik ever knowing something happened.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
195646,2725,Pokémon Colosseum,NULL,2003-11-21 00:00:00.000,21,NULL,NULL,NULL,69.9949,91
92310,144721,Pokémon Mini: Snorlax's Lunch Time,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
129822,64033,Pokémon: Masters Arena,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
40900,137478,Police Quest: SWAT Generation,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
111300,8103,Powerpuff Girls Learning Challenge 2: Princess Snorebucks,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
143710,27250,Premier Manager 2003-04,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
87989,212850,Prince of Persia: Harem Adventures,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47796,3321,Project Gotham Racing 2,NULL,2003-11-17 00:00:00.000,10,NULL,93.0000,3,83.4357,19
53689,111321,PUZZLE MONKEY,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
157618,15129,Puzzle Pirates,NULL,2003-12-08 00:00:00.000,NULL,NULL,87.5000,2,50.0000,2
145220,4076,R: Racing Evolution,NULL,2003-11-27 00:00:00.000,NULL,NULL,59.6667,3,64.0000,3
138870,174128,Rammy No Daibouken Ⅱ,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185185,1770,Ratchet & Clank: Going Commando,"Having defeated Chairman Drek in their last intergalactic adventure, Ratchet and Clank find themselves returning to a more sedate lifestyle. That is, until they are approached by Abercrombie Fizzwidget, the CRO of Megacorp, who needs the duo to track down the company’s most promising experimental project, which has been stolen by a mysterious masked figure. Initially, the mission seemed like a Sunday stroll in the park, but we soon find our heroes entangled in a colossal struggle for control of the galaxy. Along the way, the duo unleashes some of the coolest weapons and gadgets ever invented upon the most dangerous foes they have ever faced. Ratchet and Clanks set out to destroy anything and anyone who stands in their way of discovering the secrets that lie behind “The Experiment.”",2003-11-11 00:00:00.000,51,NULL,90.0000,2,81.3945,139
154237,203060,Rave Slaves,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177433,193324,Rayman,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81746,193326,Rayman 3,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
81868,193325,Rayman 3,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79072,61654,Rayman 3: Hoodlum Havoc Print Studio,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
70170,193323,Rayman Ultimate,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186887,36386,RC Cars,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,56.3090,4
141525,215080,Red Faction,NULL,2003-12-10 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146064,159004,Reksio i Ortografia,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
153019,85963,Reksio i Ufo,"Somewhere in a galaxy far away ... on a planet where a mole says goodnight ... a mysterious Curator builds a mighty egg with which he wants to conquer the entire universe ...

Meanwhile, Rex, after solving the mystery of the Pirate Treasury, returns home ... Here he learns that the hens from his yard have been abducted by UFOs ... Rex decides to save the hens and sets off in pursuit of the cosmic kidnappers.",2003-12-31 00:00:00.000,1,1,NULL,NULL,NULL,NULL
184616,972,Resident Evil Outbreak,"Resident Evil Outbreak takes place over five scenarios, ranging from the beginning of the outbreak to the moment when Raccoon City is destroyed by the United States government. You play one of eight ordinary citizens of Raccoon city attempting to survive the carnage caused by the T-Virus.",2003-12-11 00:00:00.000,12,NULL,70.0000,2,57.9748,37
64428,106670,Return of Egypt,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176436,19184,Risk: Global Domination,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92247,110414,Rosso Rabbit in Trouble,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
164966,43556,RPG Maker II,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51238,144348,RTL Alarm für Cobra 11: Teil 2,NULL,2003-11-25 00:00:00.000,NULL,1,NULL,NULL,NULL,NULL
75459,6021,Rugby League,NULL,2003-12-09 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
104773,18541,Rush Hour,NULL,2003-12-31 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
73085,63279,Saint Seiya Typing: Ryu Sei Ken,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
62836,15731,Samorost,NULL,2003-12-31 00:00:00.000,13,NULL,NULL,NULL,72.9014,50
113775,49789,Sanrio Puro Land All-Characters,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174361,15830,Saya no Uta,NULL,2003-12-26 00:00:00.000,20,NULL,NULL,NULL,84.6362,55
4197,73995,Scrabble 2003 Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168113,49787,SD Gundam G Generation: Advance,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136606,203,Secret Weapons Over Normandy,NULL,2003-11-18 00:00:00.000,NULL,NULL,81.7500,4,NULL,NULL
53600,99692,Sega Ages 2500 Vol. 7: Columns,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145098,6040,Sega GT Online,NULL,2003-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
177034,202900,Sega Mega Pack,NULL,2003-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183830,198590,Shadow Grinder,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171058,43270,Shepherd's Crossing,"Plant Grow, Reap The Rewards

After a lifetime wandering, a girl named Claire in the village of Shepherd's Crossing has convinced you to settle down.

With a little car, an untamed plot of land becomes a thriving farm with a wide variety of crops and animals.

Trade your products at the market for new crops, animals, and friends. Go hunting wild beasts and defend your livestock.

Guard your home against storms, snow, and infestation. Your farm is the heart of the town of Shepherd's Crossing.",2003-12-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
105225,65864,Shin Megami Tensei: Devil Children – Book of Fire,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86194,92475,Shin Megami Tensei: Devil Children - Book of Ice,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171175,222358,Show do Milhão Júnior Volume 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22704,215852,Shutokou Battle Online,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182244,10844,Silent Storm,"The game's story takes place during World War II in an alternate history. Thor's Hammer Organization (THO), is a shadowy organization with connections all over Europe and the goal of world domination. THO knows that this goal cannot be attained while there are powers capable of challenging them, and aims to use its connections and advanced technology to make sure the two sides of WWII devastate each other, while THO makes a grab for power when both are exhausted. The obvious influence of Norse mythology on the organization's name is further shown by the fact that all THO members use a mythological name as their call sign.

In exchange for the services of both Allied and Axis higher-ups, Thor's Hammer provides them with some of their inventions, including Panzerkleins. Panzerkleins are very difficult to destroy, as they are essentially immune to small arms fire.",2003-11-07 00:00:00.000,3,NULL,80.0000,1,79.5771,15
22201,171245,SimHarbor,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178918,203347,Simple 2000 Honkaku Shikou Vol.005: The Kiryoku Kentei,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108440,203354,Simple 2000 Series Ultimate Vol. 11: Wandaba Style - Totsugeki! Mix Live Juice,NULL,2003-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
108627,203356,Simple 2000 Series Ultimate Vol. 14: Topai Dramatic Mahjong,NULL,2003-11-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174715,49817,Simple 2960 Tomodachi Series Vol. 3: The Itsudemo Puzzle - Massugu Soroete Straws,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170215,18935,Singles: Flirt up your life,NULL,2003-12-31 00:00:00.000,1,NULL,65.0000,1,71.6595,5
179077,14522,Siren,NULL,2003-11-06 00:00:00.000,9,NULL,70.0000,2,70.0787,12
90155,111165,SKATEBOARD PARK TYCOON: BACK IN THE USA 2004,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
110753,60084,Slaves to Armok: God of Blood,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186058,1823,Slime Mori-mori Dragon Quest: Shougeki no Shippo-dan,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23866,183610,Smilinguido: Desafio na Floresta,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86727,133868,Snake Xenzia,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188567,6600,Sonic Battle,"Many years ago, a sentient weapon was created by an ancient civilization. After being lost for millennia, the weapon, known as the Gizoid, was unearthed and researched by Professor Gerald Robotnik. It remained dormant for another half century before being discovered by, of all people, Gerald's grandson, Dr. Eggman. Frustrated at his inability to get the dormant Gizoid to work properly, Eggman dumped it at Emerald Beach where it was found once more, this time by Sonic the Hedgehog.

Sonic names the Gizoid ""Emerl"", who gets wrapped up in the affairs of Sonic's friends, both allies and rivals. Through his encounters with Sonic, Tails, Knuckles, Amy, Cream, Gamma, Rouge, and Shadow, Emerl turns from a soulless robot into a fun-loving mech with personality traits from all of those he had met. But while the gang is having fun raising their new mechanical friend, there are those who recognize Emerl's true power. Now that Emerl is working again, Eggman has his eye on it, Rouge wants to turn it into a master thief, and Shadow feels that, despite Sonic's efforts to humanize him, Emerl is still a weapon of mass destruction.",2003-12-04 00:00:00.000,5,NULL,75.0000,1,60.8918,25
138061,4156,Sonic Heroes,"Dr. Eggman has come back to challenge Sonic and crew again to defeat his new scheme. Sonic the Hedgehog, Miles ""Tails"" Prower, and Knuckles the Echidna gladly accept and race off to tackle the doc's latest plan. Meanwhile, Rouge the Bat swings in on one of Eggman's old fortresses and discovers Shadow the Hedgehog in a capsule. After an odd encounter, Rouge, Shadow, and E-123 Omega join up to find out what happened to Shadow and to get revenge on Eggman.
At a resort, Amy Rose looks at an ad that shows Sonic in it with a chao and a frog. After getting over boredom, Amy, Cream the Rabbit, and Big the Cat decide to find Sonic and get what they want back. Elsewhere, in a run down building, the Chaotix Detective Agency receive a package that contains a walkie-talkie. Tempting them, Vector the Crocodile, Charmy Bee, and Espio the Chameleon decide to work for this mysterious person, so they can earn some money.",2003-12-30 00:00:00.000,22,NULL,61.6667,3,65.1905,152
5850,198589,Sonic Speedway,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189053,198592,Sonic's Action Game,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60909,43611,Space Channel 5 Special Edition,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
151231,10210,Space Impact+,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35890,84293,Space Instigators,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145480,69888,Space Invaders Anniversary,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173024,4160,Spawn: Armageddon,NULL,2003-11-21 00:00:00.000,1,NULL,NULL,NULL,37.0000,3
28289,62682,Special Force,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182846,7027,SpellForce: The Order of Dawn,NULL,2003-11-28 00:00:00.000,12,NULL,83.0000,1,77.0724,44
194382,4164,Sphinx and the Cursed Mummy,NULL,2003-11-10 00:00:00.000,2,NULL,70.5000,4,79.7929,11
2238,43327,Spy Fiction,NULL,2003-12-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
174504,3261,Spy Muppets: License to Croak,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173183,210723,Spy Muppets: License to Croak,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
107347,6152,SpyHunter 2,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23274,186239,SSX 3,NULL,2003-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
141355,6608,Star Wars: Flight of the Falcon,NULL,2003-11-18 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
127983,8148,Star Wars: The Battle of Endor,NULL,2003-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
102823,8569,Strawberry Shortcake: Amazing Cookie Party,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119968,141519,Street Chaves,NULL,2003-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
112451,6178,Street Fighter Anniversary Collection,NULL,2003-12-22 00:00:00.000,1,NULL,60.0000,2,NULL,NULL
58286,48651,Sunman,NULL,2003-12-15 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
66276,198028,Super Bomberman,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174787,198216,Super Bomberman BT,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114303,44688,Super Dimension Fortress Macross,NULL,2003-11-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122335,49217,Super Duper Sumos,NULL,2003-11-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
42178,152315,Super Magro World,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
57025,55059,Super Puzzle Fighter II,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
109327,43352,Super Trucks Racing,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139336,49801,Sylvania Family: Yosei no Stick to Fushigi no Ki - Maron Inu no Onna no Ko,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9632,122537,Taiko no Tatsujin: Waku-waku Anime Matsuri,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
61778,198593,Tails' Skypatrol,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
184346,215056,Takahashi Naoko no Marathon Shiyouyo,NULL,2003-11-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
101594,57117,TalesWeaver,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161009,144130,Teen Titans Battle Blitz,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176129,185799,Teen Titans One-on-One,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65220,204902,Terminator 3: Rise of the Machines,NULL,2003-11-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171789,47069,Terminator 3: War of the Machines,"The inevitable battle between man and machine has begun. War ravages the land as hardened Tech-Com fighters defend John Connor and others against the mechanized onslaught of the CRS force.

This epic cinematic conflict, recreated from the phenomenal Terminator films, places first-person shooter fans at the very center of the uprising. Throughout high-powered multiplayer and single-player missions, combatants fight in apocalyptic landscapes--a decimated downtown Los Angeles, a battered ocean harbor, devastated highways--struggling for survival. Only the strongest will avert catastrophe and save human existence.",2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
56328,137623,Tetris Kiwamemichi,NULL,2003-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
179697,203503,The Battle for Mata-Nui,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
183066,72137,The Biggest Creators of Empires,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
169829,23756,The Elder Scrolls Travels: Stormhold,NULL,2003-12-31 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
189917,3911,The Fairly OddParents: Breakin' da Rules,NULL,2003-11-18 00:00:00.000,3,NULL,NULL,NULL,41.0000,3
179241,207007,The King of Fighters,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51204,15433,The King of Fighters 2003,NULL,2003-12-12 00:00:00.000,5,NULL,50.0000,1,51.4852,23
42710,45139,The Legend of Zelda: Collector's Edition,NULL,2003-11-07 00:00:00.000,2,NULL,NULL,NULL,80.0460,6
130004,131201,The Lord of the Rings Pinball,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
77649,9256,The Lord of the Rings: War of the Ring,NULL,2003-11-08 00:00:00.000,9,NULL,91.0000,1,62.3763,37
13209,107158,The Maze,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93350,163160,The Saddle Club: Willowbrook Stables,"The most exciting Saddle Club adventure yet might also be the most difficult and this time you won't have the rest of the Saddle Club to help you. A friend of the Regnerys' has invited Stevie, Lisa, and Carole for a holiday at Willowbrook Stables on Coventry Island. But only one girl and her horse can go, so you'll have to choose which member of the Saddle Club you want to be. And once on the island you'll have to solve a baffling mystery to save Willowbrook Stables from the evil property developer trying to take over.

The island is a complex and colourful world of sights and sounds. It is home to over 30 characters, most of whom have lived there all their lives. Even though the other Saddle Club members won't be with you, you can still keep in touch and tell them all about Willowbrook Stables and your adventures.

Other horse-crazy kids on the island will help you in your quest to save the stables. The skills that Lisa, Carole, and Stevie learned at Pine Hollow will come in handy in your investigations, as horses are just as important on Coventry Island as they are in Willow Creek. Ride all over in search of golden horseshoe clues and collect important information from interesting characters. You can get additional clues and track your progress in your personal game diary.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140092,4151,The Sims Bustin' Out,NULL,2003-12-15 00:00:00.000,3,NULL,75.0000,6,66.5228,31
172917,210728,The Sims Bustin' Out,NULL,2003-12-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
86003,148506,Tokyo Cop,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173716,175928,Tom Clancy's Ghost Recon: Jungle Storm,NULL,2003-12-05 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173701,9891,Tom Clancy's Rainbow Six 3,"""When a terrorist plot threatens to tilt the balance of peace between the United States and Saudi Arabia, team Rainbow is the only answer. Execute your missions with deadly force and precise tactics in order to protect the innocent and ensure peace.""",2003-11-07 00:00:00.000,2,NULL,72.5000,6,62.8403,9
150343,165176,Tomb Raider: The Osiris Codex,"Lara receives an anonymous commission to retrieve a mysterious relic, the Osiris Codex, from a recently uncovered tomb. The stolen manuscript is the earliest record of ancient Egyptian metallurgy, and Osiris (The Egyptian god of resurrection and eternal life) has always been inexorably linked with alchemy.",2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
137865,4202,Tonka: Rescue Patrol,NULL,2003-11-18 00:00:00.000,NULL,NULL,NULL,NULL,43.0000,1
61381,6207,Total Club Manager 2004,NULL,2003-11-21 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
122410,185796,Totally Spies! Mall Brawl,"Timothy ""Tim"" Scam has escaped from the WOOHP prison and start his evil revenge plan: make the prices in the malls on all the world became out of control to make everyone buy things on his online store. And put evil robots in the malls to destroy everyone that tries to stop his plan. The mission of the Spies is to defeat the robots and Tim Scam and restore the prices.

To succeed in this mission, you need to go to each affected mall and try to find its corresponding antivirus keycard. Once you have the card, you can proceed and clean up all the infected cash registers. This would not be a piece of cake job, because you should encounter serious resistance from a bunch of enemy robots along your way.",2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
15869,144813,Totò Sapore E La Magica Storia Della Pizza,NULL,2003-12-19 00:00:00.000,4,NULL,NULL,NULL,NULL,NULL
75701,18728,TrackMania,NULL,2003-11-21 00:00:00.000,12,NULL,81.0000,3,83.9123,27
74939,27012,TrackMania Original,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149645,92251,Train Simulator + Densha de GO!: Tokyo Line,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
24432,11013,Trainz Railroad Simulator 2004,NULL,2003-12-31 00:00:00.000,NULL,NULL,100.0000,1,NULL,NULL
86270,128564,Tuboflex,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36522,127973,Uden at prale - det er Harry,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
136787,49353,Ultimate Beach Soccer,NULL,2003-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178910,203349,Ultimate Casino,NULL,2003-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126106,51793,Unreal 2: The Awakening Special Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
170255,50395,Uru: Ages Beyond Myst,NULL,2003-12-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
79449,154843,Usagi: Yasei no Touhai: Yamashiro Mahjong Hen,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115685,145775,Vajimon,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190666,50180,Victoria Complete,NULL,2003-12-14 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
147955,11036,Victoria: An Empire Under the Sun,NULL,2003-11-24 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
166324,1553,Virtua Fighter 10th Anniversary,NULL,2003-11-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186630,43244,Volleyball Challenge,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126415,111548,Walt Disney's The Jungle Book,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167088,128358,Warblade,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
114068,153617,Water In Fire 2,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167722,203103,When Stuffed Animals Attack!,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
123595,6233,Whiplash,NULL,2003-11-18 00:00:00.000,NULL,NULL,55.5000,4,NULL,NULL
58886,1680,Wild Arms Alter Code: F,NULL,2003-11-27 00:00:00.000,2,NULL,85.0000,2,NULL,NULL
136683,17591,Wildlife Park,NULL,2003-12-03 00:00:00.000,NULL,NULL,55.0000,1,50.0000,2
177721,221002,Winning Eleven Tactics: J.League,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119672,6238,World Championship Pool 2004,NULL,2003-12-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161220,203263,World Fighting,NULL,2003-12-18 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
115770,8315,WRC 3,NULL,2003-11-21 00:00:00.000,2,NULL,60.0000,1,70.1517,5
121113,221670,Xenosaga Episode I: Der Wille zur Macht - Reloaded,NULL,2003-11-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
190647,1987,XIII,NULL,2003-11-18 00:00:00.000,42,NULL,73.2000,7,78.5359,93
86543,141624,Yoshi vs. Windows,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
140153,6696,Yu Yu Hakusho: Spirit Detective,NULL,2003-12-09 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
49600,50834,Yu-Gi-Oh! Power of Chaos: Yugi the Destiny,NULL,2003-11-18 00:00:00.000,8,NULL,NULL,NULL,60.4745,22
129974,65146,Zatch Bell! Electric Arena,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175674,3753,Zuma,NULL,2003-12-12 00:00:00.000,17,NULL,68.0000,1,73.6847,39
